part,level,category,passage,translation,question,choice1,choice2,choice3,choice4,answer,exp_correct,exp_wrong1,exp_wrong2,exp_wrong3,q1_num,q1_question,q1_choice1,q1_choice2,q1_choice3,q1_choice4,q1_answer,q1_exp_correct,q1_exp_wrong1,q1_exp_wrong2,q1_exp_wrong3,q2_num,q2_question,q2_choice1,q2_choice2,q2_choice3,q2_choice4,q2_answer,q2_exp_correct,q2_exp_wrong1,q2_exp_wrong2,q2_exp_wrong3,q3_num,q3_question,q3_choice1,q3_choice2,q3_choice3,q3_choice4,q3_answer,q3_exp_correct,q3_exp_wrong1,q3_exp_wrong2,q3_exp_wrong3,q4_num,q4_question,q4_choice1,q4_choice2,q4_choice3,q4_choice4,q4_answer,q4_exp_correct,q4_exp_wrong1,q4_exp_wrong2,q4_exp_wrong3,q5_num,q5_question,q5_choice1,q5_choice2,q5_choice3,q5_choice4,q5_answer,q5_exp_correct,q5_exp_wrong1,q5_exp_wrong2,q5_exp_wrong3
5,730-860,品詞・語形,,すべての部署のマネージャーは、新しく改定された企業の出張および経費に関する方針を厳格に順守しなければなりません。,All department managers must demonstrate strict ------- with the newly revised corporate travel and expense policy.,adhere,compliant,compliance,compliantly,compliance,正解：名詞「compliance（順守、適合）」が正解です。空欄の前には「strict（厳格な）」という形容詞があります。形容詞の直後であり、かつ他動詞 demonstrate の目的語になれるのは名詞だけです。また、後ろの「with」と綺麗に結びついて「strict compliance with ?（?への厳格な順守）」というビジネス英語の王道コロケーションを完成させます。,不正解：adhereは動詞（固守する、従う）です。前置詞 to を伴う動詞（adhere to ?）なので、with とは結びつかず、形容詞の後ろに置くこともできません。,不正解：compliantは形容詞（順守している）です。形容詞が2つ並んで後ろに名詞がない構造になってしまうため、文法的に弾かれます。,不正解：compliantlyは副詞（従順に）です。副詞が他動詞の目的語（名詞の役割）になることは文法規則により完全に禁止されています。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,品詞・語形,,当初の予測とは異なり、その地域の商業不動産の価値は、今年上半期を通じて著しく安定したままでした。,"Contrary to initial forecasts, commercial property values in the region remained ------- stable throughout the first half of the year.",remark,remarkable,remarkably,remarkableness,remarkably,正解：副詞「remarkably（著しく、目立って）」が正解です。空欄の後ろにある「stable（安定した）」は、主格補語（C）として機能している形容詞です。この形容詞を前から直接修飾して「著しく安定した（remarkably stable）」という状態を強調できるのは副詞だけです。,不正解：remarkは動詞（?と述べる）または名詞です。形容詞 stable を直接修飾する役割を果たすことは文法上できません。,不正解：remarkableは形容詞（注目すべき）です。形容詞が形容詞を直接修飾する（remarkable stable）という構造は英語の文法規則に反します。,不正解：remarkablenessは名詞（注目すべきこと）です。形容詞の前に名詞を単独で配置して修飾語にすることはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,前置詞・接続詞,,世界的なサプライチェーンの混乱を考慮すると、当チームが予定の期日前にプロジェクトを完了できたのは驚くべきことです。,"------- the ongoing disruptions in the global supply chain, it is remarkable that our team completed the project ahead of schedule.",Given,Although,As long as,Therefore,Given,正解：前置詞（または接続詞）「Given（?を考慮すると、?だと仮定すると）」が正解です。空欄の後ろにある「the ongoing disruptions...」は主語と動詞を含まない【名詞の塊（句）】です。名詞句を伴って「?という状況を考慮に入れると」という前提条件を提示できる Given が文脈・文法ともに大正解です。,不正解：Althoughは接続詞（?だけれども）です。後ろに「主語 ＋ 動詞」の完全な文章がなければならないため、名詞句しか存在しない今回は文法的に配置できません。,不正解：As long asは接続詞（?する限りは）です。Althoughと同様に後ろに節（文章）が必要不可欠なため、名詞句の直前に単独で置くことはできません。,不正解：Thereforeは副詞（したがって）です。文頭に置いて後ろの名詞句を直接修飾して文を始める機能は持っていません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,前置詞・接続詞,,既存の顧客層を維持するためにあらゆる努力を払う一方で、当社は積極的なマーケティングを通じて新しい市場を開拓しなければなりません。,"------- making every effort to retain our existing customer base, the company must explore new markets through aggressive advertising.",While,Despite,In addition to,Nevertheless,While,正解：接続詞「While（?する一方で、?と同時に）」が正解です。空欄の後ろにある「making」は、分詞構文（または While the company makes ? の省略形）として残った形です。「顧客維持に全力を尽くす【一方で】、新規開拓も行う」という、2つの戦略を同時並行で対比させる洗練された文脈を成立させます。,不正解：Despiteは前置詞（?にもかかわらず）です。「Despite making...」という形自体は文法的に可能ですが、意味が「顧客維持に全力を尽くしている【のにもかかわらず】、新しい市場を開拓しなければならない」となり、企業の防衛と攻めの両立を描く文脈として論理が不自然になります。,不正解：In addition toは前置詞（?に加えて）です。「In addition to making...」とすると、顧客維持に【加えて】新規開拓もする、となり意味が通りそうですが、後ろの主節の動詞が「must explore（開拓しなければならない）」と強い義務になっているため、並列の「?に加えて」よりも、対比の「?の一方で（While）」とする方が英語として遥かに引き締まります。,不正解：Neverthelessは副詞（それにもかかわらず）です。単独で文頭において、後ろに直接分詞（making）を結合して文章を始める機能は持っていません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,代名詞・関係代名詞,,新しい顧客管理システムは、現場のスタッフが管理者の支援を必要とせずに、自分自身の力で予約を変更することを可能にします。,The new customer management system allows field staff to modify reservation details by ------- without managerial intervention.,them,themselves,their,theirs,themselves,正解：再帰代名詞「themselves（彼ら自身）」が正解です。「by oneself」で「自分自身で、他人の力を借りずに」というTOEICの頻出熟語を形成します。今回の動作の主体（主主人）は「field staff（現場スタッフ・複数扱い）」なので、複数に対応する by themselves が完璧に合致します。,不正解：themは目的格（彼らを）です。「by them」とすると「彼らによって（受動態の動作主など）」という意味になり、「スタッフが自分の力で変更する」という自主性の文脈になりません。,不正解：theirは所有格（彼らの）です。前置詞 by の後ろに単独の所有格を置いて文の要素を終わらせることは文法上絶対にできません。,不正解：theirsは所有代名詞（彼らのもの）です。「by theirs」という前置詞と所有代名詞の組み合わせでは、「独力で」という意味の熟語を構成することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,代名詞・関係代名詞,,新しいリサーチセンターの設計を担当する建築チームは、今週金曜日までに最終提案書を提出しなければなりません。,The architectural team ------- is responsible for designing the new research center must submit the final proposal by this Friday.,who,which,whom,whose,which,正解：関係代名詞「which（またはthat）」が正解です。先行詞は「The architectural team（建築チーム）」という【組織・物（集合名詞）】として扱われます。空欄の後ろを見ると「is（動詞）」から始まっており、主語が欠けているため、人間以外を先行詞とする主格の関係代名詞 which が適切です（※teamを「人々の集まり」としてwhoで受ける例外もありますが、選択肢にwhichとwhoが並んだ場合、集合名詞は物扱いのwhichを正解とするのがTOEICの厳格な文法規則です）。,不正解：whoは、先行詞が【明確な個人・人間】の場合に用いる関係代名詞であるため、チームという組織名詞に対して優先されません。,不正解：whomは目的格の関係代名詞です。後ろに「主語 ＋ 動詞」が続き、その動詞の目的語が欠けている場合にしか使えないため、いきなり be 動詞が来ている今回は配置不可能です。,不正解：whoseは所有格の関係代名詞です。後ろに「冠詞のない名詞」が直接続き、所有関係を作らなければなりませんが、後ろが動詞なので合いません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,時制,,広報ディレクターが明朝に本社に到着するころまでには、マーケティングチームはプレスリリースの手配をすべて終えているでしょう。,"By the time the public relations director arrives at the headquarters tomorrow morning, the marketing team ------- all arrangements for the press release.",prepared,will have prepared,completes,has been preparing,will have prepared,正解：未来完了時制「will have prepared（準備を完了させているだろう）」が正解です。文頭の「By the time ＋ 現在形（arrives） ＋ 将来の時間（tomorrow morning）」は、TOEICで最高頻度の【未来完了の絶対シグナル】です。「明日の朝にディレクターが来る【その時点より前までに】、チームは準備を【すでに終わらせてしまっているだろう】」という未来のある時点における完了状態を予測するため、will have ＋ 過去分詞の構造を持つこれが絶対の正解となります。,不正解：preparedは過去形です。未来の基準点（明朝）に向けて完了しているだろうという話を展開しているため、過去形を入れてしまうと時制の論理が完全に崩壊します。,不正解：completesは現在形です。時・条件を表す副詞節（By the timeの側）の中では未来のことでも現在形を使いますが、主節（本動詞）は未来の完了を表す形にしなければなりません。,不正解：has been preparingは現在完了進行形です。過去から現在にいたるまでの動作の継続を表すため、未来の特定の期日（明朝）を基準とした完了の予測としてこの位置に配置することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-860,時制,,先月、最高経営責任者（CEO）が記者会見で公式声明を発表したとき、多くのジャーナリストがその会場に詰めかけていました。,Many journalists were packed into the venue last month when the chief executive officer ------- the official statement.,released,will release,releases,has released,released,正解：過去時制「released（発表した、公開した）」が正解です。文の前半で「were packed（詰めかけていた）」と過去形が使われており、さらに「last month（先月）」という【明確な過去の合図】があるため、when（?のとき）に続く節の中も過去時制で一致させるのが100%正しい文法です。,不正解：will releaseは未来形です。先月の出来事（last month）について述べている文脈の中に、未来の助動詞 will を持ち込むことは時制の一致のルールに完全に違反します。,不正解：releasesは現在形（三人称単数）です。過去の特定の時点（先月公表したとき）の動作を現在形で描写することは文法上できません。,不正解：has releasedは現在完了形です。現在完了形は「現在に繋がっている時間」を扱うため、last month や when ? などの「過去の特定の点・期間」を表す言葉と一緒の文章の中で併用することは絶対にできないという厳格な文法ルールがあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,語彙,,取締役会は、市場リーダーとしての優位性を維持するために、他社に先駆けて新しい人工知能システムを導入することを決定しました。,The board of directors made a ------- decision to implement the new artificial intelligence system ahead of its competitors.,preempt,preemption,preemptive,preemptively,preemptive=(C),正解：形容詞「preemptive（先制の、他社に先駆けた）」が正解です。空欄は名詞 decision を前から修飾する形容詞の位置にあります。「preemptive decision / preemptive strike」は、競合が行動を起こす前に先手を打つという意味の高度なビジネス語彙です。,不正解：preemptは動詞（先制する、先取りする）です。名詞を前から直接修飾することはできません。,不正解：preemptionは名詞（先買権、先制）です。名詞を重ねる必要性がないため不適切です。,不正解：preemptivelyは副詞（先制して）です。後ろに形容詞などが控えていないため、名詞 decision を直接修飾することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,語彙,,長引く監査の間に見つかった軽微な不一致は、当社の財務諸表の全体的な正確性を損なうものではありません。,The minor discrepancies found during the prolonged audit do not ------- from the overall accuracy of our financial statements.,detract,defer,deviate,decline,detract=(A),正解：動詞「detract（損なう、減じる）」が正解です。「detract from ?」で「?（価値や評判、正確性など）を損なう、目減りさせる」という超上級レベルの自動詞フレーズを形成します。軽微なミスがあっても全体の正確性を揺るがすものではない、という文脈に完璧に合致します。,不正解：deferは自動詞で「defer to ?（?に従う、敬意を表して譲る）」や他動詞で「延期する」という意味を持つため、fromと結びついて価値を落とす文脈にはなりません。,不正解：deviateは自動詞で「deviate from ?（?から逸脱する、それる）」という意味を形成します。一見合いそうですが、正確性という基準から「それる」という表現は英語として不自然であり、価値や品質を「損なう（detract from）」とする方がビジネス文書として圧倒的に洗練されています。,不正解：declineは自動詞で「減少する、衰退する」、他動詞で「辞退する」を意味するため、fromとセットでこの文脈を作ることはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,品詞・語形,,すべての部署の予算要請が正確に審査されることを確実にするために、最高財務責任者は並外れて細心の注意を払いました。,"To ensure that every department's budget request was vetted accurately, the CFO exercised ------- meticulous care.",exception,exceptional,exceptionally,excepting,exceptionally=(C),正解：副詞「exceptionally（並外れて、例外的なほどに）」が正解です。空欄の後ろにある「meticulous（細心の、きわめて注意深い）」は形容詞です。この形容詞を前から直接修飾して「並外れて細心の注意」という度合いを強める役割を持てるのは副詞だけです。直前に動詞 exercised があるため、名詞の直前と錯覚して形容詞を選ばせる最高峰のひっかけ品詞問題です。,不正解：exceptionは名詞（例外）です。形容詞 meticulous を修飾することはできません。,不正解：exceptionalは形容詞（並外れた、例外的な）です。形容詞が形容詞を直接修飾する構造は不可のため、careにかかると誤認させるひっかけです。,不正解：exceptingは前置詞（?を除いて）の働きをするため、文脈・文法ともに成立しません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,品詞・語形,,渡辺氏は、その並外れた交渉スキルによって、競合他社に対して自社の圧倒的な優位性を確立することに成功しました。,"Through her exceptional negotiation skills, Ms. Watanabe successfully established her company's ------- over its competitors.",ascendancy,ascend,ascendant,ascending,ascendancy=(A),正解：名詞「ascendancy（優位、支配的な地位）」が正解です。空欄の前には所有格（company's）があるため、目的語の核となる「名詞」が絶対に必要です。「establish one's ascendancy over ?（?に対する優位性を確立する）」は、経営・戦略の文脈で極めて高い評価を受ける上級名詞です。,不正解：ascendは動詞（登る、出世する）です。所有格の直後に動詞の原形を単独で配置することはできません。,不正解：ascendantは形容詞（上昇する、優勢な）または名詞（先祖）です。ここでは「優位性」という抽象名詞が必要なため、単語の性質として不適切です。,不正解：ascendingは現在分詞（または動名詞）です。優位性という絶対的な地位を確立したという文脈には適合しません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,前置詞・接続詞,,新規事業に伴う不測のリスクを考慮すると、投資家たちがさらなる資本の投入をためらうのも無理はありません。,"------- the unforeseen risks associated with the venture, the investors are understandably reluctant to commit further capital.",Barring,Notwithstanding,Given,Save for,Given=(C),正解：前置詞「Given（?を考慮すると、?があれば）」が正解です。後ろに名詞句（the unforeseen risks...）を従え、「不測のリスクを【考慮すると】、投資家がためらうのも無理はない」という完璧な因果・論理関係を構築します。,不正解：Barringは前置詞（?がなければ）です。「リスクが【なければ】ためらう」となり、後ろの「ためらうのも無理はない（understandably reluctant）」という肯定的な結びと完全に矛盾します。,不正解：Notwithstandingは前置詞（?にもかかわらず）です。「リスクがある【のにもかかわらず】、ためらう」となり、論理がねじれてしまいます（リスクがあるならためらうのが当然なため、逆接の despite 系は不可）。,不正解：Save forは前置詞（?を除いては）です。「リスクを除いては、ためらう」となり意味が通りません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,前置詞・接続詞,,技術チームが不眠不休で作業に当たったからこそ、メインサーバーのシステム移行は予定された期限内に完了したのです。,The system migration of the main server was completed within the designated timeframe ------- the technical team worked around the clock.,only because,as though,in case,so that,only because=(A),正解：接続詞「only because（ただ?という理由だけで、?だからこそ）」が正解です。後ろに文章（節）を従え、期限内に完了できた決定的な「理由・原因」を強調して繋ぐため、これが文脈上100%完璧に合致します。,不正解：as thoughは接続詞（まるで?かのように）です。実際は違うのにあたかもそうであるかのように、というニュアンスになるため、本当に働いた技術チームの努力を描写する文脈には合いません。,不正解：in caseは接続詞（?の場合に備えて）です。万が一の予防措置を表すため、「完了した」という過去の確定した結果に対する理由としては使えません。,不正解：so thatは接続詞（?するために、?となるように）です。目的を表しますが、通常は「so that ＋ 主語 ＋ can/will ＋ 動詞」の形を取り、時制も未来志向になるため、workedと過去形になっている今回の節には適合しません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,代名詞・関係代名詞,,各部門長は、四半期報告書に署名する前に、記載されているすべての財務データが正確であることを自ら確認しなければなりません。,Each department head must ------- verify that all financial data in the quarterly report is accurate before signing it.,himself,themselves,anyone,each other,himself=(A),正解：再帰代名詞「himself（彼自身で、自ら）」が正解です。主語は「Each department head（各部門長）」であり、each がつく名詞は英語では【厳密に単数（三人称単数）】として扱われます。今回は文法的な強調（本人が自ら行う）の役割として、単数に対応する himself（またはherself）が絶対に必要となります。うっかり複数形（themselves）を選ばせる超難問です。,不正解：themselvesは複数形を受ける再帰代名詞です。日本語では「彼ら自身で」と解釈しがちですが、主語が Each（単数）であるため、文法規則により完全に不正解となります。,不正解：anyoneは代名詞（誰でも）です。動詞 must verify の直前に置いて主語と重複させることはできません。,不正解：each otherは相互代名詞（お互いに）です。主語が Each であるため、お互いに検証するという構造にはなりません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,代名詞・関係代名詞,,最新のサイバーセキュリティプロトコルを導入したことで、当社のシステムは、いかなる潜在的な脅威に対しても完璧に防衛されるようになりました。,The implementation of the latest cybersecurity protocol ensures that our network is fully protected against ------- potential threats may arise.,whatever,whichever,however,wherever,whatever=(A),正解：複合関係代名詞「whatever（いかなる?でも）」が正解です。空欄の後ろにある「potential threats（潜在的な脅威）」は名詞です。名詞を直接前から修飾して「【いかなる】脅威が【発生しようとも】、それに対して保護される」という譲歩の形容詞的な役割（Whatever ＋ 名詞）を果たせるのは whatever だけです。,不正解：whicheverは「どちらの?でも」と限定された選択肢（二者択一など）を指すため、不特定多数の脅威を対象とする今回は不適切です。,不正解：howeverは複合関係副詞（どんなに?でも）です。後ろには必ず「形容詞」または「副詞」が直結しなければならない（However severe threats... など）という厳格なルールがあるため、名詞句が来ている今回は配置できません。,不正解：whereverは複合関係副詞（どこで?でも）です。場所を修飾するため、直接後ろの名詞とくっついて主語の塊を作ることはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,時制,,もし設計チームが先月追加の資金援助を受け取っていたなら、新しいスマートウォッチの試作品は今ごろ完成していることでしょう。,"If the design team ------- additional funding last month, the prototype of the new smartwatch would be complete by now.",had received,received,has received,would receive,had received=(A),正解：過去完了形「had received」が正解です。この文章は、if節の中が【過去の事実と反対（先月もらっていたら）】、主節が【現在の事実と反対（今ごろ完成しているだろう：would be... by now）】という、TOEICの難問として時折牙をむく**「混合型の仮定法」**です。条件節が「過去（last month）」の話をしているため、if節の中は仮定法過去完了（had ＋ 過去分詞）にするのが絶対のルールです。,不正解：receivedは過去形です。仮定法過去（If ＋ 過去形）にしてしまうと、「現在の事実と反対（もし今受け取ったら）」という意味になってしまい、last month という明確な過去の語句と激しく矛盾します。,不正解：has receivedは現在完了形です。仮定法の条件節の中に直説法の現在完了形を混ぜることはできません。,不正解：would receiveは、if節の中に助動詞の過去形を原則として入れないという仮定法のルールに違反するため間違いです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860-990,時制,,当社のリーガルチームは、競合他社が突然の和解案を提示してくるまで、丸3ヶ月間にわたり訴訟の準備を進めていました。,Our legal team ------- for the litigation for three full months when the competitor unexpectedly offered a settlement.,had been preparing,has been preparing,prepared,will have prepared,had been preparing=(A),正解：過去完了進行形「had been preparing」が正解です。文脈の基準点となるのは「when ＋ 過去形（offered：和解を提示したとき）」という【過去の特定の点】です。その過去の時点よりもさらに前から「3ヶ月間ずっと準備を続けていた（過去完了の継続・進行）」という**過去完了進行形（had been ＋ -ing）**の構造が完璧に適合します。,不正解：has been preparingは現在完了進行形です。現在完了形は「現在」を基準点とするため、when offered という「過去の1点」によって完全に分断されたストーリーのなかで併用することはできません。,不正解：preparedは単純過去形です。過去形では「3ヶ月間にわたってずっと動作が続いていた」という過去の基準点に至るまでの時間の経過・継続（大過去からの連動）を綺麗に表現できません。,不正解：will have preparedは未来完了形なので、過去の和解（offered）の話をしている今回の文脈には絶対に配置できません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,600-730,社内通知,To all staff. Please be advised that the main office elevator will be undergoing scheduled maintenance this Friday. 1 . Therefore it will be completely out of service from 9:00 A.M. to 3:00 P.M. Please use the stairs 2 require the freight elevator for moving heavy items. We apologize for any 3 this may cause. 4 Thank you for your cooperation.,全スタッフへ。今週の金曜日に本社オフィスのエレベーターの定期メンテナンスが行われることをお知らせします。そのため 午前9時から午後3時まで完全に運転停止となります。重い荷物を移動させるために貨物用エレベーターが必要でない限り 階段をご利用ください。これにより生じるご不便をおかけすることを深くお詫び申し上げます。ご理解のほどよろしくお願いいたします。ご協力ありがとうございます。,,,,,,,,,,,1,,Therefore,However,Furthermore,Otherwise,Therefore,正解：「そのため」という因果関係を繋ぐ副詞が適切です。,不正解：「しかしながら」では逆接になってしまいます。,不正解：「さらに」は情報を付け足す際に使います。,不正解：「さもなければ」では文脈が通りません,2,,unless,if,although,because,unless,正解：「?でない限り」という条件が文脈上最も自然です。,不正解：ifでは矛盾します。,不正解：althoughでは意味が通りません。,不正解：becauseでは理由が不自然になります,3,,inconvenience,interruption,assistance,postponement,inconvenience,正解：定型表現「apologize for any inconvenience」です。,不正解：interruptionでも意味は一部通りますが不便のほうが一般的です。,不正解：assistanceをお詫びするのは不自然です。,不正解：postponementのお詫びではありません,4,,We appreciate your understanding.,The elevator was recently replaced.,Please contact the technician directly.,Lunch will be provided in the cafeteria.,We appreciate your understanding.,正解：社内通知の締めくくりとして「ご理解に感謝します」が最も自然です。,不正解：直前に不便をお詫びしているので 最近交換されたという話は矛盾します。,不正解：技術者に直接連絡させるのは不自然です。,不正解：食堂の昼食の話は全く関係がありません,,,,,,,,,,,
6,730-860,宣伝広告,Are you looking to expand your professional network? Capital Networking Group is excited to announce its upcoming annual conference 1 will take place on October 15. This event brings together industry leaders from various sectors. Participants will have the opportunity to attend 2 workshops and interactive panels. Tickets are selling fast so we highly recommend 3 yours as soon as possible. 4 Don't miss out!,プロフェッショナルなネットワークを広げたいとお考えですか？キャピタル・ネットワーキング・グループは 10月15日に開催される次回の年次カンファレンスの開催を喜んで発表いたします。このイベントには さまざば分野から業界のリーダーが集まります。参加者は 有益なワークショップやインタラクティブなパネルディスカッションに出席する機会があります。チケットは急速に売れておりますので できるだけ早くご自身のチケットを確保されることを強くお勧めします。今すぐご登録ください。この機会をお見逃しなく！,,,,,,,,,,,1,,which,who,where,what,which,正解：先行詞「annual conference」を受ける主格の関係代名詞「which」が正解です。,不正解：先行詞が人ではないためwhoは使えません。,不正解：後ろに動詞「will take」が続いているため関係副詞whereは不可です。,不正解：whatは先行詞を含む関係代名詞なので前に名詞を置けません,2,,informative,inform,information,informatively,informative,正解：名詞「workshops」を修飾する形容詞「informative」が適切です。,不正解：動詞の原形は名詞を直接修飾できません。,不正解：名詞を並べると意味が重複して不自然です。,不正解：副詞は名詞を修飾できません,3,,securing,secure,secured,securer,securing,正解：他動詞「recommend」の目的語には動名詞が続きます。,不正解：動詞の原形をそのまま置くことはできません。,不正解：過去分詞は目的語になれません。,不正解：比較級の形は文脈上不適切です,4,,Register today to claim your spot.,The event has been canceled due to rain.,We do not accept credit cards.,Our office is located near the station.,Register today to claim your spot.,正解：宣伝の締めくくりとして「今すぐ登録して席を確保しましょう」が最適です。,不正解：宣伝している最中に「雨で中止になった」とするのは矛盾します。,不正解：クレジットカードの使えなさをここで強調するのは不自然です。,不正解：オフィスの場所の案内はチケット購入の促しと繋がりません,,,,,,,,,,,
6,600-730,社内通知,"To all staff, | Please be advised that the main office elevator will be undergoing scheduled maintenance this Friday. 1 , it will be completely out of service from 9:00 A.M. to 3:00 P.M. Please use the stairs 2 require the freight elevator for moving heavy items. We apologize for any 3 this may cause. 4 Thank you for your cooperation.",全スタッフへ、 | 今週の金曜日に本社オフィスのエレベーターの定期メンテナンスが行われることをお知らせします。そのため、午前9時から午後3時まで完全に運転停止となります。重い荷物を移動させるために貨物用エレベーターが必要でない限り、階段をご利用ください。これにより生じるご不便をおかけすることを深くお詫び申し上げます。ご理解のほどよろしくお願いいたします。ご協力ありがとうございます。,,,,,,,,,,,1,,Therefore,However,Furthermore,Otherwise,Therefore,正解：副詞のTherefore（したがって、そのため）が文脈上最も自然です。前文のメンテナンス実施を受けて、具体的な運休時間という「結果」へ繋ぐ因果関係を正しく構成します。,不正解：However（しかしながら）は逆接の接続副詞なので、メンテナンスと運休という因果関係のある文脈を繋ぐことはできません。,不正解：Furthermore（さらに）は情報を単に並列で追加する言葉であり、前文の結果として起きる運休のアナウンスには適合しません。,不正解：Otherwise（さもなければ）は「もしそうしなければ」という仮定の条件を示すため、確定した運休スケジュールを述べる文脈には合いません。,2,,unless,if,although,because,unless,正解：接続詞のunless（?でない限り、?もし?なければ）が適切です。「貨物エレベーターが必要でない限り、階段を使ってください」という論理が完璧に成立します。,不正解：if（もし?なら）を当てはめると「もし貨物エレベーターが必要なら、階段を使ってください」となり、指示内容が完全に矛盾してしまいます。,不正解：although（?だけれども）は逆接の接続詞であり、階段の利用を促す条件の提示としては文脈が繋がりません。,不正解：because（?なので）を当てはめると「貨物エレベーターが必要なので階段を使ってください」となり、意味が破綻します。,3,,inconvenience,interruption,assistance,postponement,inconvenience,正解：名詞のinconvenience（不便）が正解です。ビジネス文書の定番フレーズである「apologize for any inconvenience this may cause（これにより生じるいかなるご不便もお詫び申し上げます）」という決定的な定型表現です。,不正解：interruption（中断、邪魔）でも意味は一部通るように思えますが、エレベーターの運休によってスタッフに強いる状況としては、包括的な「不便（inconvenience）」を使うのがビジネス上最も一般的です。,不正解：assistance（支援、手伝い）を企業がお詫びするというのは文脈上完全に不自然です。,不正解：postponement（延期）をお詫びしていますが、今回は予定通りのメンテナンスなので、延期は発生していません。,4,,We appreciate your understanding.,The elevator was recently replaced.,Please contact the technician directly.,Lunch will be provided in the cafeteria.,We appreciate your understanding.,正解：社内通知の締めくくりとして「ご理解に感謝します（We appreciate your understanding.）」が最も自然です。直前でお詫びをしているため、この定型句が完璧にフィットします。,不正解：The elevator was recently replaced.（エレベーターは最近交換されたばかりです）は、直前で不便をお詫びしている文脈の流れを断ち切ってしまうため不自然です。,不正解：Please contact the technician directly.（技術者に直接連絡してください）は、スタッフ個人が連絡を取る必要性がないため業務命令として不適切です。,不正解：Lunch will be provided in the cafeteria.（食堂で昼食が提供されます）は、エレベーターの修理とは全く関係のない話なので除外されます。,,,,,,,,,,,
